name	x	y	z	size
LF1	-17.231344414692398	-22.4689309629743	19.239837257636303	5
LF2	-19.3264334090787	-24.4668454402414	21.2684146064084	5
LF3	-21.4215224034649	-26.464759917508502	23.296991955180395	5
LF4	-23.5166113978511	-28.4626743947757	25.3255693039524	5
LF5	-25.6117003922373	-30.4605888720428	27.3541466527245	5
LF6	-27.7067893866236	-32.45850334931	29.382724001496502	5
LF7	-29.801878381009804	-34.4564178265771	31.411301350268502	5
LF8	-31.896967375396	-36.454332303844204	33.439878699040605	5
LF9	-33.9920563697822	-38.4522467811114	35.4684560478126	5
LF10	-36.0871453641684	-40.4501612583785	37.4970333965846	5
LF11	-38.1822343585547	-42.4480757356457	39.5256107453567	5
LF12	-40.2773233529409	-44.4459902129128	41.554188094128705	5
LF13	-42.372412347327106	-46.4439046901799	43.5827654429008	5
LF14	-44.467501341713294	-48.4418191674471	45.61134279167279	5
LF15	-46.5625903360996	-50.4397336447142	47.639920140444794	5
LH1	-51.512453897842796	-12.995433405573198	-8.52925750926963	5
LH2	-49.741618609754	-15.6728209010044	-6.893466213094361	5
LH3	-47.9707833216651	-18.3502083964356	-5.25767491691909	5
LH4	-46.1999480335763	-21.027595891866802	-3.62188362074382	5
LH5	-44.429112745487394	-23.704983387297897	-1.98609232456855	5
LH6	-42.6582774573986	-26.382370882729102	-0.35030102839328603	5
LH7	-40.8874421693097	-29.0597583781603	1.28549026778198	5
LH8	-39.1166068812208	-31.737145873591498	2.9212815639572502	5
LH9	-37.972465012883504	-34.2347027519779	4.8625422787191	5
LH10	-36.839097155560204	-36.9680875091274	6.85188287410457	5
LH11	-35.705729298236896	-39.7014722662769	8.84122346949003	5
LH12	-34.5723614409136	-42.434857023426396	10.8305640648755	5
LH13	-33.4389935835903	-45.1682417805759	12.819904660260999	5
LH14	-32.305625726266996	-47.9016265377254	14.8092452556464	5
LH15	-31.1722578689437	-50.6350112948749	16.7985858510319	5
LH16	-30.0388900116204	-53.3683960520244	18.787926446417398	5
LH17	-28.9055221542972	-56.101780809173896	20.7772670418028	5
LK1	-25.230940231395003	-53.8039811618793	9.84659734513338	5
LK2	-27.058974673586	-56.0951663572225	11.6616497723111	5
LK3	-28.887009115777	-58.3863515525657	13.4767021994889	5
LK4	-30.715043557967896	-60.677536747908896	15.2917546266666	5
LK5	-32.5430780001589	-62.9687219432522	17.106807053844303	5
LK6	-34.3711124423498	-65.2599071385954	18.9218594810221	5
LK7	-36.199146884540795	-67.5510923339386	20.7369119081998	5
LK8	-38.0271813267317	-69.8422775292819	22.5519643353776	5
LN1	-21.1257063315273	-62.1843673363105	10.2505024341166	5
LN2	-22.610531413988	-65.3747633373986	10.257522838800801	5
LN3	-24.095356496448602	-68.56515933848661	10.264543243485	5
LN4	-25.580181578909198	-71.7555553395747	10.2715636481691	5
LN5	-27.0650066613699	-74.9459513406627	10.2785840528533	5
LN6	-28.5498317438305	-78.1363473417507	10.2856044575375	5
LN7	-30.034656826291105	-81.3267433428388	10.292624862221698	5
LN8	-31.519481908751697	-84.51713934392679	10.2996452669059	5
LO1	-15.113782924261901	-66.9977122045372	5.751276920948531	5
LO2	-15.7067631264979	-70.3546886294909	6.54586875564502	5
LO3	-16.2997433287339	-73.71166505444471	7.340460590341509	5
LO4	-16.892723530970002	-77.06864147939841	8.135052425038001	5
LO5	-17.485703733206	-80.4256179043521	8.92964425973449	5
LO6	-18.078683935442	-83.7825943293058	9.72423609443098	5
LO7	-18.671664137678	-87.13957075425958	10.5188279291275	5
LO8	-19.264644339914103	-90.4965471792133	11.313419763824001	5
