name	x	y	z	size
LFA1	-40.6081557759177	30.3700113026852	9.6280154275145	5
LFA2	-43.8446914198322	29.3667462662454	10.646079194954	5
LFA3	-47.0812270637467	28.363481229805604	11.664142962393598	5
LFA4	-50.317762707661295	27.3602161933658	12.6822067298331	5
LFA5	-53.554298351575795	26.356951156925998	13.700270497272598	5
LFB1	-40.3819646982639	8.461975915763299	19.0052443765465	5
LFB2	-43.913650984661395	8.67062026530673	18.7763447022343	5
LFB3	-47.445337271058996	8.87926461485015	18.547445027922198	5
LFB4	-50.977023557456505	9.08790896439358	18.318545353610002	5
LFB5	-54.508709843854106	9.296553313937	18.0896456792978	5
LFB6	-58.0403961302517	9.50519766348043	17.8607460049856	5
LFB7	-61.572082416649195	9.71384201302385	17.631846330673397	5
LFC1	-30.4025780464171	-9.31533173263517	26.8527002223974	5
LFC2	-33.9804198198836	-9.284716830776189	26.7667078092003	5
LFC3	-37.5582615933501	-9.2541019289172	26.680715396003297	5
LFC4	-41.1361033668166	-9.223487027058221	26.5947229828062	5
LFC5	-44.7139451402831	-9.19287212519923	26.508730569609103	5
LFC6	-48.2917869137496	-9.16225722334025	26.422738156412002	5
LFC7	-51.8696286872161	-9.13164232148126	26.336745743214998	5
LFC8	-55.4474704606826	-9.10102741962228	26.2507533300179	5
LFC9	-59.025312234149105	-9.07041251776329	26.164760916820804	5
LFC10	-62.60315400761561	-9.03979761590431	26.0787685036237	5
LO1	-39.3781754798535	20.885142715771	-0.572087231429151	5
LO2	-42.9046949564361	20.9343929068563	-0.670258215566292	5
LO3	-46.4312144330188	20.983643097941602	-0.7684291997034342	5
LO4	-49.9577339096014	21.032893289026898	-0.8666001838405749	5
LO5	-53.484253386183994	21.0821434801121	-0.9647711679777159	5
LO6	-57.01077286276671	21.131393671197397	-1.0629421521148599	5
LT1	-47.928167901417	-5.6514980523031	9.22674114735054	5
LT2	-47.919100524655796	-8.49154521705296	11.329372054193302	5
LT3	-47.910033147894495	-11.3315923818028	13.432002961036	5
LT4	-47.9009657711333	-14.171639546552699	15.534633867878801	5
LT5	-47.8918983943721	-17.0116867113026	17.6372647747215	5
LT6	-47.8828310176108	-19.8517338760524	19.7398956815643	5
