name	x	y	z	size
RP14	54.739781128207795	-42.7313726502351	44.938642821005004	5
RP15	58.2647343400419	-42.984944813717604	45.0893199803595	5
RQ1	4.62105206788689	29.523998553515398	57.3247812743989	5
RQ2	7.15485213442461	29.7779112194188	59.9351825739932	5
RQ3	9.68865220096232	30.0318238853223	62.5455838735874	5
RQ4	12.2224522675	30.2857365512257	65.1559851731817	5
RQ5	14.7562523340378	30.539649217129103	67.766386472776	5
RS1	4.75749383477395	-50.5251424808197	50.3281884362679	5
RS2	7.563091746203071	-50.3179769412764	52.5583510296879	5
RS3	10.3686896576322	-50.110811401732995	54.7885136231079	5
RS4	13.1742875690613	-49.9036458621896	57.01867621652799	5
RS5	15.9798854804904	-49.696480322646295	59.248838809948	5
RS6	18.785483391919602	-49.48931478310289	61.479001403367995	5
RS7	21.591081303348698	-49.2821492435596	63.7091639967881	5
RS8	24.396679214777798	-49.0749837040162	65.9393265902081	5
RT1	29.5523574658082	-31.1203778874823	8.071117865230969	5
RT2	33.1122404190396	-31.294034588626598	8.25771404930507	5
RT3	36.6721233722711	-31.467691289770897	8.44431023337916	5
RT4	40.2320063255026	-31.641347990915104	8.63090641745325	5
RT5	43.791889278734104	-31.815004692059397	8.81750260152735	5
RT6	47.351772231965505	-31.988661393203696	9.004098785601439	5
RT7	50.911655185197	-32.162318094347896	9.190694969675539	5
RT8	54.4715381384285	-32.3359747954922	9.377291153749631	5
RT9	58.03142109165999	-32.5096314966364	9.56388733782372	5
RT10	61.5913040448915	-32.6832881977807	9.750483521897811	5
RT11	65.1511869981229	-32.856944898925	9.93707970597191	5
RT12	68.7110699513544	-33.0306016000692	10.123675890046	5
RW1	6.4688996468648305	26.448603464678502	36.1190963457236	5
RW2	9.111458337072891	26.5131565562385	38.540289154787395	5
RW3	11.7540170272809	26.5777096477986	40.961481963851206	5
RW4	14.396575717489	26.642262739358603	43.382674772915	5
RW5	17.0391344076971	26.706815830918604	45.8038675819788	5
RW6	19.6816930979051	26.7713689224787	48.2250603910425	5
RW7	22.324251788113198	26.8359220140387	50.646253200106294	5
RW8	24.9668104783212	26.900475105598698	53.067446009170105	5
RW9	27.6093691685293	26.965028197158798	55.4886388182339	5
RW10	30.251927858737396	27.029581288718802	57.9098316272976	5
RZ1	5.05042723292036	-29.0376464660158	44.4587446697415	5
RZ2	7.316153177791491	-29.2889526503028	47.2229079522056	5
RZ3	9.581879122662631	-29.5402588345898	49.9870712346696	5
RZ4	11.8476050675338	-29.7915650188768	52.7512345171337	5
RZ5	14.113331012404899	-30.0428712031638	55.5153977995978	5
RZ6	16.379056957276003	-30.2941773874507	58.2795610820618	5
RZ7	18.6447829021472	-30.545483571737698	61.0437243645259	5
RZ8	20.910508847018303	-30.796789756024697	63.8078876469899	5
RZ9	23.1762347918895	-31.0480959403117	66.57205092945401	5
RZ10	25.441960736760603	-31.299402124598604	69.336214211918	5
