name	x	y	z	size
LB1	-35.772394280806395	-9.54584572352518	-7.36735651829932	5
LB2	-35.6136631786045	-12.749783745292001	-5.890793222175419	5
LB3	-35.4549320764026	-15.9537217670589	-4.41422992605152	5
LB4	-35.2962009742007	-19.1576597888258	-2.9376666299276204	5
LB5	-35.1374698719988	-22.361597810592603	-1.4611033338037198	5
LB6	-34.9787387697969	-25.5655358323595	0.0154599623201745	5
LB7	-34.820007667595	-28.769473854126396	1.49202325844407	5
LB8	-34.6612765653931	-31.9734118758932	2.96858655456797	5
LB9	-34.5025454631912	-35.1773498976601	4.44514985069187	5
LB10	-34.3438143609893	-38.381287919427	5.92171314681577	5
LB11	-34.1850832587874	-41.5852259411938	7.39827644293967	5
LB12	-34.026352156585496	-44.7891639629607	8.87483973906356	5
LB13	-33.867621054383605	-47.9931019847276	10.3514030351875	5
LB14	-33.7088899521817	-51.1970400064944	11.8279663313114	5
LB15	-33.5501588499798	-54.4009780282613	13.3045296274353	5
LB16	-33.3914277477778	-57.6049160500282	14.781092923559198	5
LB17	-33.2326966455759	-60.808854071795	16.2576562196831	5
LB18	-33.073965543374	-64.0127920935619	17.734219515807	5
LH1	-19.801495478199502	-7.30293974085825	10.340221907294099	5
LH2	-23.329349678261103	-7.11271805877128	10.1788744183473	5
LH3	-26.8572038783226	-6.92249637668432	10.017526929400601	5
LH4	-30.385058078384198	-6.7322746945973595	9.85617944045392	5
LH5	-33.9129122784457	-6.542053012510389	9.694831951507211	5
LH6	-37.44076647850729	-6.351831330423431	9.533484462560509	5
LH7	-40.9686206785688	-6.1616096483364595	9.3721369736138	5
LH8	-44.4964748786304	-5.971387966249501	9.21078948466709	5
LH9	-48.0243290786919	-5.78116628416253	9.04944199572038	5
LH10	-51.5521832787535	-5.590944602075571	8.888094506773669	5
LH11	-55.080037478815	-5.4007229199886	8.72674701782696	5
LH12	-58.6078916788766	-5.2105012379016395	8.565399528880251	5
LS1	-34.273733137978304	-9.787881337455179	25.6679333377032	5
LS2	-37.7985209417473	-9.56799140403129	25.713677665790897	5
LS3	-41.32330874551629	-9.3481014706074	25.759421993878604	5
LS4	-44.8480965492854	-9.12821153718351	25.8051663219664	5
LS5	-48.3728843530544	-8.90832160375962	25.850910650054104	5
LS6	-51.8976721568234	-8.68843167033574	25.8966549781419	5
LS7	-55.42245996059239	-8.46854173691185	25.9423993062296	5
LS8	-58.9472477643614	-8.24865180348796	25.988143634317304	5
LS9	-62.472035568130394	-8.02876187006407	26.0338879624051	5
LX1	-25.3061688475728	11.510438782320099	39.5215074468156	5
LX2	-28.8385603496189	11.6486234824125	39.2517856685399	5
LX3	-32.370951851665104	11.786808182504899	38.9820638902641	5
LX4	-35.90334335371129	11.924992882597198	38.7123421119883	5
LX5	-39.4357348557575	12.0631775826896	38.442620333712604	5
LX6	-42.968126357803705	12.2013622827819	38.172898555436795	5
LX7	-46.5005178598499	12.3395469828743	37.9031767771611	5
LX8	-50.0329093618961	12.4777316829667	37.6334549988853	5
LX9	-53.565300863942205	12.615916383059002	37.3637332206096	5
LY1	-33.8201889556915	8.18910726014235	18.6115286780652	5
LY2	-33.9420691658668	5.65725476422119	20.997608729702602	5
LY3	-34.0639493760421	3.1254022683000295	23.38368878134	5
LY4	-34.1858295862175	0.593549772378868	25.769768832977398	5
LY5	-34.3077097963928	-1.93830272354229	28.155848884614898	5
LY6	-34.429590006568105	-4.47015521946345	30.541928936252305	5
LY7	-34.551470216743496	-7.002007715384611	32.9280089878897	5
LY8	-34.6733504269188	-9.533860211305779	35.314089039527204	5
LY9	-34.7952306370941	-12.0657127072269	37.700169091164604	5
LY10	-34.9425049259842	-14.3878796202738	39.6372471008384	5
LY11	-35.309042338200605	-17.0599628103315	42.0277434951323	5
LY12	-35.67557975041711	-19.7320460003892	44.418239889426296	5
LY13	-36.0421171626335	-22.404129190446895	46.80873628372029	5
LY14	-36.408654574850004	-25.076212380504604	49.1992326780143	5
LY15	-36.7751919870665	-27.748295570562302	51.58972907230821	5
LY16	-37.1417293992829	-30.420378760620004	53.9802254666022	5
LY17	-37.508266811499404	-33.0924619506777	56.370721860896204	5
LY18	-37.8748042237158	-35.7645451407354	58.7612182551902	5
RB1	39.6257767897739	-19.616335602382602	-8.2227920694551	5
RB2	39.1632603326783	-22.762281190226396	-6.86605302157516	5
RB3	38.7007438755826	-25.908226778070198	-5.509313973695231	5
RB4	38.238227418487	-29.054172365914003	-4.1525749258152995	5
RB5	37.7757109613913	-32.200117953757704	-2.7958358779353603	5
RB6	37.3131945042956	-35.3460635416015	-1.4390968300554299	5
RB7	36.8506780472	-38.49200912944529	-0.0823577821754959	5
RB8	36.388161590104296	-41.637954717289	1.2743812657044398	5
RB9	35.92564513300871	-44.783900305132796	2.63112031358437	5
RB10	35.463128675913	-47.9298458929766	3.9878593614643103	5
RB11	35.000612218817395	-51.0757914808204	5.344598409344241	5
RB12	34.5380957617217	-54.221737068664105	6.70133745722417	5
RB13	34.075579304626004	-57.3676826565079	8.058076505104099	5
RB14	33.6130628475304	-60.5136282443517	9.414815552984038	5
RB15	33.1505463904347	-63.6595738321955	10.771554600864	5
RB16	32.6880299333391	-66.8055194200392	12.1282936487439	5
RB17	32.2255134762434	-69.951465007883	13.485032696623799	5
RB18	31.7629970191477	-73.0974105957268	14.8417717445038	5
RH1	21.5495882382655	-8.969500070040368	9.963951807444062	5
RH2	25.0522027989687	-9.03370042265074	9.71104102726326	5
RH3	28.554817359671997	-9.09790077526111	9.458130247082462	5
RH4	32.0574319203753	-9.16210112787148	9.20521946690166	5
RH5	35.5600464810786	-9.22630148048185	8.952308686720858	5
RH6	39.0626610417819	-9.290501833092222	8.69939790654006	5
RH7	42.5652756024851	-9.354702185702589	8.44648712635926	5
RH8	46.0678901631884	-9.418902538312961	8.19357634617846	5
RH9	49.57050472389171	-9.48310289092333	7.94066556599766	5
RH10	53.073119284595	-9.5473032435337	7.6877547858168604	5
RH11	56.5757338452982	-9.61150359614408	7.434844005636059	5
RH12	60.0783484060015	-9.67570394875445	7.181933225455261	5
RH13	63.580962966704796	-9.73990430136482	6.929022445274461	5
RI1	36.1250442075473	15.971815498482401	14.249871697525402	5
RI2	35.4706786670604	13.8833854550971	16.9709499265872	5
RI3	34.8163131265735	11.7949554117119	19.692028155648998	5
RI4	34.161947586086605	9.706525368326618	22.413106384710805	5
RI5	33.5075820455997	7.618095324941359	25.1341846137725	5
RI6	32.8532165051128	5.5296652815561	27.8552628428343	5
